opportunity_id,created_at,owner_email,region,industry,customer_segment,product_line,sales_stage,estimated_value,days_in_pipeline,engagement_score,meetings_count,competitor_present,discount_pct,proposal_sent,notes,outcome,actual_revenue,close_reason
OPP-00145,2025-10-10 00:29:00,[REDACTED_EMAIL],Midwest,financial_services,Mid-Market,automation,proposal,21813.87,66,78,6,True,0.14,True,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00045,2026-02-21 16:53:00,[REDACTED_EMAIL],Midwest,technology,SMB,data_platform,negotiation,37505.31,43,72,8,False,0.093,True,Technical evaluation is progressing well and the customer requested implementation details.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00064,2025-12-21 16:31:00,[REDACTED_EMAIL],Midwest,healthcare,Mid-Market,analytics,negotiation,25119.42,160,71,6,True,0.211,True,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: [REDACTED_EMAIL].,won,24984.62,Good product fit and timely stakeholder engagement.
OPP-02715,2025-06-06 12:15:00,[REDACTED_EMAIL],West,financial_services,SMB,analytics,proposal,99819.27,112,82,9,True,0.077,True,Budget is uncertain and the main decision maker has not joined recent meetings.,won,98747.08,Strong executive sponsorship and clear ROI case.
OPP-02010,2025-05-22 12:24:00,[REDACTED_EMAIL],South,technology,Mid-Market,automation,proposal,43600.28,50,92,3,False,0.1,True,Decision makers attended the latest meeting and asked for a final proposal.,won,40610.42,Successful technical evaluation with approved budget.
OPP-01722,2025-02-11 23:44:00,[REDACTED_EMAIL],Midwest,retail,Mid-Market,security,discovery,26390.04,159,27,7,False,0.066,False,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00197,2025-07-31 22:14:00,[REDACTED_EMAIL],West,retail,Enterprise,automation,discovery,26493.62,110,92,8,True,0.196,False,A strong competitor is already deployed and switching costs are a concern. Primary contact: [REDACTED_EMAIL].,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00185,2025-01-15 17:00:00,[REDACTED_EMAIL],Northeast,financial_services,SMB,automation,qualification,8875.24,36,61,10,False,0.105,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02038,2025-03-23 16:08:00,[REDACTED_EMAIL],South,technology,SMB,data_platform,discovery,15935.99,29,61,0,True,0.071,True,Discovery is ongoing and the team requested additional product information.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00760,2025-12-10 10:57:00,[REDACTED_EMAIL],Midwest,financial_services,Mid-Market,security,negotiation,39555.37,114,78,1,False,0.222,True,Technical evaluation is progressing well and the customer requested implementation details.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00193,2025-08-11 03:14:00,[REDACTED_EMAIL],West,financial_services,SMB,security,proposal,18313.55,119,55,1,False,0.209,True,Customer is still comparing alternatives and gathering internal feedback.,won,18788.77,Good product fit and timely stakeholder engagement.
OPP-00868,2025-09-11 18:18:00,[REDACTED_EMAIL],South,technology,SMB,data_platform,negotiation,22578.63,168,72,5,True,0.22,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01946,2025-08-31 14:21:00,[REDACTED_EMAIL],Midwest,financial_services,Enterprise,data_platform,proposal,10768.64,70,27,4,False,0.184,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00175,2025-07-08 16:24:00,[REDACTED_EMAIL],South,technology,Mid-Market,data_platform,proposal,6076.2,134,65,10,False,0.191,True,Stakeholders are interested but the business case is still being refined.,won,5820.19,Successful technical evaluation with approved budget.
OPP-00568,2025-01-29 06:20:00,[REDACTED_EMAIL],West,retail,Mid-Market,analytics,negotiation,13867.98,25,43,1,True,0.142,True,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01836,2026-02-10 22:08:00,[REDACTED_EMAIL],South,technology,SMB,automation,discovery,44291.72,176,39,9,True,0.17,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01744,2025-03-26 21:44:00,[REDACTED_EMAIL],Northeast,retail,Mid-Market,analytics,proposal,51753.06,149,22,5,True,0.225,True,A strong competitor is already deployed and switching costs are a concern. Primary contact: [REDACTED_EMAIL].,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00053,2025-03-21 05:29:00,[REDACTED_EMAIL],Midwest,healthcare,Enterprise,security,negotiation,135699.0,106,86,5,True,0.11,True,The customer delayed the project and has not confirmed a decision timeline.,won,138878.71,Good product fit and timely stakeholder engagement.
OPP-01777,2025-04-01 05:49:00,[REDACTED_EMAIL],Northeast,financial_services,SMB,security,discovery,39145.51,102,75,4,True,0.228,False,Budget is uncertain and the main decision maker has not joined recent meetings.,won,36680.59,Good product fit and timely stakeholder engagement.
OPP-02336,2025-11-01 09:33:00,[REDACTED_EMAIL],West,financial_services,Enterprise,security,discovery,26463.3,18,83,3,True,0.037,False,Customer is still comparing alternatives and gathering internal feedback.,won,24511.54,Good product fit and timely stakeholder engagement.
OPP-02431,2026-02-20 12:27:00,[REDACTED_EMAIL],Midwest,financial_services,SMB,data_platform,negotiation,42065.14,170,84,0,False,0.084,True,Budget is approved and procurement has provided a target decision date.,won,41861.0,Strong executive sponsorship and clear ROI case.
OPP-00195,2025-02-04 04:39:00,[REDACTED_EMAIL],Midwest,technology,SMB,automation,discovery,126877.94,109,28,4,False,0.053,False,The customer delayed the project and has not confirmed a decision timeline. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00299,2025-02-21 14:32:00,[REDACTED_EMAIL],Midwest,financial_services,SMB,security,negotiation,15649.12,170,77,1,True,0.215,True,The customer delayed the project and has not confirmed a decision timeline. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02739,2025-04-16 11:23:00,[REDACTED_EMAIL],West,healthcare,Mid-Market,security,discovery,23603.59,27,89,2,True,0.126,True,The opportunity remains active but timing depends on the next planning cycle. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02120,2026-01-07 20:23:00,[REDACTED_EMAIL],West,retail,Mid-Market,automation,discovery,86754.86,177,80,3,False,0.04,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02372,2026-01-04 23:35:00,[REDACTED_EMAIL],South,technology,Mid-Market,data_platform,qualification,15138.85,107,50,9,True,0.123,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01162,2025-06-19 08:03:00,[REDACTED_EMAIL],Midwest,financial_services,Mid-Market,security,negotiation,27512.36,109,31,6,True,0.091,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02478,2025-02-18 04:08:00,[REDACTED_EMAIL],Midwest,technology,SMB,security,qualification,12848.38,114,15,5,False,0.091,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01114,2025-06-29 04:21:00,[REDACTED_EMAIL],West,financial_services,Enterprise,security,qualification,33528.0,52,23,7,False,0.181,True,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: [REDACTED_EMAIL].,won,32966.11,Strong executive sponsorship and clear ROI case.
OPP-02764,2025-03-06 10:10:00,[REDACTED_EMAIL],West,financial_services,SMB,analytics,qualification,20609.7,56,31,7,False,0.266,False,The customer delayed the project and has not confirmed a decision timeline. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02912,2026-02-16 09:10:00,[REDACTED_EMAIL],Midwest,financial_services,Enterprise,security,proposal,25466.32,121,21,1,False,0.096,True,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02204,2025-07-17 06:59:00,[REDACTED_EMAIL],Northeast,technology,SMB,automation,qualification,18684.4,116,37,2,False,0.171,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01652,2025-08-17 13:09:00,[REDACTED_EMAIL],Northeast,healthcare,SMB,security,discovery,30770.85,131,53,5,False,0.232,False,Discovery is ongoing and the team requested additional product information. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01658,2025-01-04 01:13:00,[REDACTED_EMAIL],Northeast,healthcare,Mid-Market,automation,proposal,31153.28,125,78,4,True,0.005,True,Engagement has slowed and the proposal has not received internal sponsorship.,won,30039.36,Successful technical evaluation with approved budget.
OPP-01243,2025-04-07 19:57:00,[REDACTED_EMAIL],Northeast,technology,Mid-Market,analytics,qualification,6393.12,154,54,0,False,0.085,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01028,2025-09-28 10:33:00,[REDACTED_EMAIL],Midwest,healthcare,SMB,data_platform,discovery,50724.38,137,53,9,False,0.252,False,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01673,2025-12-18 08:14:00,[REDACTED_EMAIL],Northeast,healthcare,SMB,security,qualification,42263.06,74,82,9,True,0.246,False,The opportunity remains active but timing depends on the next planning cycle.,won,42474.96,Strong executive sponsorship and clear ROI case.
OPP-01371,2025-07-12 03:06:00,[REDACTED_EMAIL],West,financial_services,Mid-Market,automation,qualification,46738.91,169,20,9,False,0.207,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00799,2025-11-13 20:45:00,[REDACTED_EMAIL],Midwest,healthcare,SMB,analytics,discovery,7911.2,143,76,4,False,0.255,True,Executive sponsor is engaged and the buying team confirmed a clear business need.,won,7313.45,Successful technical evaluation with approved budget.
OPP-00315,2025-04-12 02:49:00,[REDACTED_EMAIL],West,healthcare,Mid-Market,automation,proposal,38159.73,177,61,0,True,0.102,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01868,2025-07-22 17:41:00,[REDACTED_EMAIL],Midwest,financial_services,Mid-Market,security,discovery,71471.58,97,45,0,True,0.089,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00015,2026-02-08 04:17:00,[REDACTED_EMAIL],Midwest,technology,Enterprise,data_platform,discovery,24040.34,82,93,10,False,0.187,False,The opportunity remains active but timing depends on the next planning cycle. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01011,2025-03-24 06:51:00,[REDACTED_EMAIL],West,retail,SMB,analytics,proposal,33360.26,179,78,4,False,0.192,True,Technical evaluation is progressing well and the customer requested implementation details.,won,33799.54,Good product fit and timely stakeholder engagement.
OPP-02830,2025-06-08 09:57:00,[REDACTED_EMAIL],Northeast,healthcare,SMB,analytics,discovery,59270.65,151,69,2,False,0.259,True,The opportunity remains active but timing depends on the next planning cycle. Primary contact: [REDACTED_EMAIL].,won,57506.92,Good product fit and timely stakeholder engagement.
OPP-02712,2025-02-26 04:39:00,[REDACTED_EMAIL],West,retail,Enterprise,security,qualification,25754.69,154,38,7,False,0.177,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00344,2026-01-12 05:40:00,[REDACTED_EMAIL],Midwest,technology,Mid-Market,data_platform,discovery,13849.8,85,40,6,True,0.175,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01570,2026-02-09 14:05:00,[REDACTED_EMAIL],Northeast,technology,Mid-Market,security,negotiation,12537.28,85,89,9,False,0.078,True,Budget is approved and procurement has provided a target decision date. Primary contact: [REDACTED_EMAIL].,won,11567.44,Successful technical evaluation with approved budget.
OPP-01222,2026-01-26 13:46:00,[REDACTED_EMAIL],Northeast,healthcare,SMB,data_platform,discovery,23076.19,113,27,8,True,0.196,False,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: [REDACTED_EMAIL].,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00176,2025-01-07 11:54:00,[REDACTED_EMAIL],Northeast,healthcare,SMB,analytics,qualification,335504.88,61,97,3,False,0.075,False,Customer is still comparing alternatives and gathering internal feedback.,won,332556.08,Strong executive sponsorship and clear ROI case.
OPP-02154,2025-10-29 19:40:00,[REDACTED_EMAIL],South,financial_services,SMB,analytics,proposal,17269.7,166,74,5,True,0.194,True,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: [REDACTED_EMAIL].,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02841,2025-12-30 10:46:00,[REDACTED_EMAIL],South,technology,SMB,data_platform,qualification,70743.37,179,89,3,False,0.118,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00677,2025-08-20 20:04:00,[REDACTED_EMAIL],South,manufacturing,Enterprise,security,discovery,24423.85,22,45,6,False,0.123,True,Discovery is ongoing and the team requested additional product information.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02338,2025-10-08 07:53:00,[REDACTED_EMAIL],South,manufacturing,Enterprise,security,discovery,22618.92,93,32,5,False,0.156,False,The customer delayed the project and has not confirmed a decision timeline. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01921,2025-01-13 11:46:00,[REDACTED_EMAIL],South,financial_services,SMB,security,proposal,73714.79,115,19,10,True,0.046,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02998,2025-12-25 22:39:00,[REDACTED_EMAIL],South,technology,SMB,data_platform,proposal,31380.74,150,86,8,False,0.193,True,Budget is approved and procurement has provided a target decision date.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02646,2025-03-02 12:23:00,[REDACTED_EMAIL],South,retail,Mid-Market,automation,proposal,59335.85,73,43,7,True,0.159,True,Discovery is ongoing and the team requested additional product information.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00756,2026-01-19 20:54:00,[REDACTED_EMAIL],West,technology,SMB,security,proposal,14127.66,100,75,4,False,0.153,True,Budget is approved and procurement has provided a target decision date.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01100,2025-01-25 01:16:00,[REDACTED_EMAIL],Northeast,manufacturing,SMB,analytics,proposal,46464.91,16,36,2,False,0.253,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00052,2025-12-18 04:54:00,[REDACTED_EMAIL],Midwest,retail,SMB,data_platform,proposal,14069.15,111,37,3,True,0.151,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00507,2025-02-08 00:22:00,[REDACTED_EMAIL],West,technology,Mid-Market,automation,negotiation,58455.02,52,45,10,False,0.083,True,Stakeholders are interested but the business case is still being refined.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02669,2026-01-26 16:30:00,[REDACTED_EMAIL],Midwest,healthcare,Enterprise,automation,qualification,10276.45,129,56,2,False,0.174,False,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01504,2025-01-17 16:59:00,[REDACTED_EMAIL],West,financial_services,Mid-Market,security,negotiation,38061.14,9,49,6,False,0.131,True,Discovery is ongoing and the team requested additional product information.,won,36671.13,Successful technical evaluation with approved budget.
OPP-01175,2025-08-05 13:05:00,[REDACTED_EMAIL],South,manufacturing,Enterprise,automation,qualification,19257.16,152,27,4,False,0.0,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02179,2025-06-08 13:49:00,[REDACTED_EMAIL],Midwest,healthcare,Mid-Market,automation,proposal,38150.32,129,22,5,False,0.124,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00103,2025-12-15 00:06:00,[REDACTED_EMAIL],South,retail,Mid-Market,automation,qualification,21429.71,177,39,2,False,0.179,False,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01611,2025-06-03 04:59:00,[REDACTED_EMAIL],Northeast,retail,SMB,analytics,discovery,16562.12,74,74,6,False,0.103,True,Executive sponsor is engaged and the buying team confirmed a clear business need. Primary contact: [REDACTED_EMAIL].,won,16768.51,Successful technical evaluation with approved budget.
OPP-02608,2025-01-09 04:07:00,[REDACTED_EMAIL],Northeast,financial_services,Mid-Market,data_platform,qualification,43300.23,135,38,7,False,0.032,False,A strong competitor is already deployed and switching costs are a concern.,won,40842.0,Strong executive sponsorship and clear ROI case.
OPP-00437,2025-11-18 06:19:00,[REDACTED_EMAIL],West,healthcare,Mid-Market,automation,qualification,18305.72,129,38,8,False,0.126,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02651,2025-03-09 19:17:00,[REDACTED_EMAIL],Midwest,retail,Mid-Market,analytics,negotiation,5420.81,75,94,1,False,0.246,True,Executive sponsor is engaged and the buying team confirmed a clear business need.,won,5242.17,Successful technical evaluation with approved budget.
OPP-01045,2026-02-11 16:07:00,[REDACTED_EMAIL],Midwest,technology,Mid-Market,automation,discovery,30212.78,164,76,9,True,0.267,False,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01710,2025-08-21 23:44:00,[REDACTED_EMAIL],Northeast,financial_services,SMB,analytics,proposal,31286.35,173,17,5,True,0.176,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02879,2025-08-20 07:07:00,[REDACTED_EMAIL],South,financial_services,Mid-Market,analytics,discovery,30062.91,121,77,3,False,0.209,False,Stakeholders are interested but the business case is still being refined.,won,30062.65,Strong executive sponsorship and clear ROI case.
OPP-02091,2025-06-06 19:48:00,[REDACTED_EMAIL],South,financial_services,SMB,analytics,proposal,22002.61,157,46,7,True,0.032,True,Engagement has slowed and the proposal has not received internal sponsorship.,won,20262.78,Successful technical evaluation with approved budget.
OPP-00323,2025-11-20 19:18:00,[REDACTED_EMAIL],West,technology,Enterprise,security,qualification,16249.91,19,100,5,True,0.2,False,The opportunity remains active but timing depends on the next planning cycle.,won,15106.5,Good product fit and timely stakeholder engagement.
OPP-02709,2025-05-05 13:35:00,[REDACTED_EMAIL],Midwest,manufacturing,SMB,data_platform,qualification,25089.06,137,24,1,True,0.22,True,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01272,2025-02-16 15:43:00,[REDACTED_EMAIL],Northeast,technology,SMB,data_platform,proposal,11256.11,95,35,6,True,0.052,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02378,2025-05-10 01:47:00,[REDACTED_EMAIL],South,healthcare,SMB,analytics,negotiation,50810.87,6,71,2,True,0.009,True,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02033,2025-01-18 03:46:00,[REDACTED_EMAIL],West,technology,SMB,data_platform,qualification,12690.95,96,20,0,True,0.232,False,A strong competitor is already deployed and switching costs are a concern. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01152,2025-04-05 00:41:00,[REDACTED_EMAIL],South,healthcare,Mid-Market,data_platform,negotiation,6414.52,78,85,9,True,0.076,True,Stakeholders are interested but the business case is still being refined.,won,6194.87,Good product fit and timely stakeholder engagement.
OPP-00473,2026-01-18 16:19:00,[REDACTED_EMAIL],West,retail,Mid-Market,analytics,qualification,46115.48,104,66,9,True,0.052,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02899,2025-12-13 15:15:00,[REDACTED_EMAIL],Northeast,manufacturing,SMB,analytics,qualification,26683.13,173,68,6,False,0.185,False,The opportunity remains active but timing depends on the next planning cycle. Primary contact: [REDACTED_EMAIL].,won,25182.62,Good product fit and timely stakeholder engagement.
OPP-01365,2026-02-26 07:07:00,[REDACTED_EMAIL],South,manufacturing,Mid-Market,automation,proposal,21963.69,18,100,6,True,0.143,True,Customer is still comparing alternatives and gathering internal feedback.,won,21267.89,Strong executive sponsorship and clear ROI case.
OPP-02078,2025-03-07 03:54:00,[REDACTED_EMAIL],Midwest,technology,SMB,analytics,qualification,21969.54,167,63,2,False,0.144,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02244,2025-11-20 14:43:00,[REDACTED_EMAIL],Northeast,manufacturing,Mid-Market,analytics,discovery,23928.67,32,48,1,False,0.086,True,Discovery is ongoing and the team requested additional product information. Primary contact: [REDACTED_EMAIL].,won,24067.91,Good product fit and timely stakeholder engagement.
OPP-00680,2025-10-09 23:14:00,[REDACTED_EMAIL],South,technology,SMB,analytics,proposal,40803.34,62,95,0,False,0.021,True,Decision makers attended the latest meeting and asked for a final proposal.,won,39271.83,Good product fit and timely stakeholder engagement.
OPP-00953,2025-08-24 14:31:00,[REDACTED_EMAIL],West,technology,SMB,data_platform,qualification,16436.03,10,83,0,False,0.259,False,The opportunity remains active but timing depends on the next planning cycle. Primary contact: [REDACTED_EMAIL].,won,16198.59,Successful technical evaluation with approved budget.
OPP-00999,2025-10-10 15:50:00,[REDACTED_EMAIL],Northeast,manufacturing,SMB,analytics,discovery,97826.77,15,64,2,False,0.141,False,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01126,2025-07-25 02:29:00,[REDACTED_EMAIL],South,financial_services,SMB,security,proposal,34673.26,108,75,1,False,0.038,True,Decision makers attended the latest meeting and asked for a final proposal.,won,35374.86,Successful technical evaluation with approved budget.
OPP-01937,2026-01-18 00:23:00,[REDACTED_EMAIL],West,healthcare,Mid-Market,analytics,discovery,35767.17,179,19,3,False,0.017,False,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02893,2025-02-11 12:17:00,[REDACTED_EMAIL],Midwest,financial_services,Mid-Market,analytics,negotiation,27016.84,34,81,2,False,0.057,True,Executive sponsor is engaged and the buying team confirmed a clear business need. Primary contact: [REDACTED_EMAIL].,won,25408.17,Strong executive sponsorship and clear ROI case.
OPP-02631,2026-01-20 22:07:00,[REDACTED_EMAIL],Midwest,manufacturing,SMB,security,discovery,14552.41,15,100,6,True,0.072,False,Stakeholders are interested but the business case is still being refined.,won,13948.78,Successful technical evaluation with approved budget.
OPP-02851,2025-09-22 08:54:00,[REDACTED_EMAIL],South,retail,Enterprise,data_platform,discovery,74800.19,23,75,6,False,0.189,False,Customer is still comparing alternatives and gathering internal feedback.,won,71030.58,Successful technical evaluation with approved budget.
OPP-02783,2025-01-20 20:35:00,[REDACTED_EMAIL],West,manufacturing,Mid-Market,security,discovery,12358.29,110,93,9,True,0.204,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02989,2025-07-03 10:46:00,[REDACTED_EMAIL],Midwest,manufacturing,Mid-Market,analytics,discovery,28997.39,92,15,6,True,0.043,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01209,2025-09-16 21:14:00,[REDACTED_EMAIL],West,retail,Mid-Market,data_platform,qualification,42552.67,113,69,4,False,0.019,True,Stakeholders are interested but the business case is still being refined.,won,43214.21,Strong executive sponsorship and clear ROI case.
OPP-02997,2025-05-18 18:29:00,[REDACTED_EMAIL],Midwest,healthcare,Mid-Market,automation,discovery,41206.29,55,94,10,False,0.042,False,Stakeholders are interested but the business case is still being refined. Primary contact: [REDACTED_EMAIL].,won,41594.44,Successful technical evaluation with approved budget.
OPP-01949,2026-02-11 21:30:00,[REDACTED_EMAIL],Midwest,retail,Mid-Market,security,discovery,18423.99,101,15,7,True,0.11,False,The customer delayed the project and has not confirmed a decision timeline. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00046,2025-08-31 02:01:00,[REDACTED_EMAIL],West,financial_services,Enterprise,security,qualification,76642.12,102,64,10,False,0.183,True,Discovery is ongoing and the team requested additional product information.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
